School Year,Topic,Grade,District,District Name,Proficient,Total,% Proficient,Proficient Category,District Office Location
(40.408591789, -91.388112888)"
2005,Math,11,4491,Moravia,20,27,74.1,70.1 - 80%,"505 N Trussell St
Moravia, Iowa 52571
(40.89445017, -92.818025664)"
2009,Reading,5,3465,Lamoni,18,19,94.7,90.1 - 100%,"202 N Walnut St
Lamoni, Iowa 50140
(40.622532216, -93.935606211)"
2010,Math,11,6660,Vinton-Shellsburg,103,128,80.5,80.1 - 90%,"1502 C Avenue
Vinton, Iowa 52349
(42.157359394, -92.027909269)"
2009,Math,5,5724,Ruthven-Ayrshire,14,19,73.7,70.1 - 80%,"1505 Washington St
Ruthven, Iowa 51358
(43.131108351, -94.899973418)"
2009,Reading,3,6516,Twin Rivers,7,14,50.0,40.1 - 50%,"200 College Ave
Bode, Iowa 50519
(42.867272478, -94.28957849)"
2013,Math,5,5625,Rockwell City-Lytton,31,37,83.8,80.1 - 90%,"1000 Tonawanda Avenue
Rockwell City, Iowa 50579
(42.391507193, -94.646349767)"
2012,Reading,11,0576,Belle Plaine,37,45,82.2,80.1 - 90%,"707-7th Street
Belle Plaine, Iowa 52208
(41.891861666, -92.27813409)"
2006,Math,8,6961,Western Dubuque,132,169,78.1,70.1 - 80%,"310 4th Street SW
Farley, Iowa 520469513
(42.440821398, -91.010297016)"
2009,Math,7,1576,Dallas Center-Grimes,129,147,87.8,80.1 - 90%,"1414 Walnut St, Ste. 200
Dallas Center, Iowa 50063
(41.684340466, -93.961457206)"
2007,Math,8,4437,Montezuma,25,33,75.8,70.1 - 80%,"504 N 4th St
Montezuma, Iowa 50171
(41.591280888, -92.5235874)"
2010,Reading,8,0576,Belle Plaine,27,40,67.5,60.1 - 70%,"707-7th Street
Belle Plaine, Iowa 52208
(41.891861666, -92.27813409)"
2007,Math,3,5463,Red Oak,50,79,63.3,60.1 - 70%,"2011 North 8th
Red Oak, Iowa 51566
(41.021899053, -95.223325144)"
2011,Math,8,7098,Woodbury Central,37,42,88.1,80.1 - 90%,"408 South 4th Street
Moville, Iowa 51039
(42.484313339, -96.06924212)"
2004,Math,4,0018,Adair-Casey,17,20,85.0,80.1 - 90%,"3384 Indigo Ave.
Adair, Iowa 50002
(41.521570143, -94.585853819)"
2014,Math,10,0126,Algona,79,99,79.8,70.1 - 80%,"600 S. Hale Street
Algona, Iowa 50511
(43.064591468, -94.223225436)"
2014,Math,11,3168,IKM-Manning,52,56,92.9,90.1 - 100%,"755 Main Street
Manilla, Iowa 514540580
(41.889708051, -95.228760239)"
2014,Reading,11,4505,Mormon Trail,12,14,85.7,80.1 - 90%,"403 S Front St
Humeston, Iowa 50123
(40.857861428, -93.49945448)"
2013,Math,4,0261,Ankeny,642,699,91.9,90.1 - 100%,"306 SW School Street
Ankeny, Iowa 50023
(41.729421311, -93.603308286)"
2003,Math,8,0873,North Iowa,27,46,58.7,50.1 - 60%,"111 3rd Ave NW
Buffalo Center, Iowa 50424
(43.388056968, -93.945080272)"
2011,Math,7,6992,Westwood,30,36,83.3,80.1 - 90%,"1000 Rebel Way
Sloan, Iowa 51055
(42.228917062, -96.217814827)"
2009,Reading,3,4041,Maquoketa,57,71,80.3,80.1 - 90%,"612 So Vermont
Maquoketa, Iowa 52060
(42.060815723, -90.67317784)"
2009,Math,4,1095,Central Lyon,35,40,87.5,80.1 - 90%,"1105 S Story
Rock Rapids, Iowa 51246
(43.421280709, -96.168318157)"
2005,Reading,4,6795,Waterloo,388,625,62.1,60.1 - 70%,"1516 Washington St
Waterloo, Iowa 50702
(42.485820075, -92.332097741)"
2003,Reading,4,2556,Graettinger,,,,Not Reportable,"400 W Lost Island St
Graettinger, Iowa 513420058
(43.236809139, -94.754521295)"
2007,Math,11,5250,Pleasant Valley,232,270,85.9,80.1 - 90%,"525 Belmont Rd
Bettendorf, Iowa 52722
(41.552075023001, -90.466612678)"
2008,Reading,6,7047,Winfield-Mt Union,20,28,71.4,70.1 - 80%,"208 S Olive
Winfield, Iowa 526590285
(41.126881357, -91.439346674)"
2009,Reading,5,0513,Baxter,32,34,94.1,90.1 - 100%,"202 E State
Baxter, Iowa 50028
(41.826357902, -93.149370912)"
2003,Math,4,5256,Pleasantville,34,46,73.9,70.1 - 80%,"415 Jones St
Pleasantville, Iowa 50225
(41.388307599, -93.273741299)"
2008,Math,4,5301,Pomeroy-Palmer,12,17,70.6,70.1 - 80%,"202 E Harrison St
Pomeroy , Iowa 50575
(42.545709217, -94.682604485)"
2003,Math,4,1107,Chariton,73,89,82.0,80.1 - 90%,"140 East Albia Road
Chariton, Iowa 50049
(41.007192693, -93.292130564)"
2006,Math,5,0936,Camanche,51,68,75.0,70.1 - 80%,"702 13th Ave
Camanche, Iowa 527301772
(41.78497779, -90.25908233)"
2014,Reading,3,0063,Akron Westfield,31,34,91.2,90.1 - 100%,"850 Kerr Dr
Akron, Iowa 51001
(42.832823680001, -96.55041296)"
2013,Reading,7,6561,United,,,,Not Reportable,"1284 U Ave
Boone, Iowa 500360589
(42.024939033, -93.776725302)"
2003,Reading,4,4131,Mason City,210,282,74.5,70.1 - 80%,"1515 S. Pennsylvania Ave
Mason City, Iowa 50401
(43.166840753, -93.198492687)"
2003,Math,4,0981,Carlisle,72,90,80.0,70.1 - 80%,"430 School St
Carlisle, Iowa 50047
(41.498433476, -93.490462462)"
2011,Reading,5,1221,Clear Creek Amana,86,102,84.3,80.1 - 90%,"327 South Augusta Ave
Oxford, Iowa 52322
(41.720666113, -91.790732011)"
2004,Reading,8,6417,Titonka,21,28,75.0,70.1 - 80%,"543 Dieckman St. NE.
Titonka, Iowa 50480
(43.240159654, -94.040072731)"
2007,Math,4,6165,Stanton,15,15,100.0,90.1 - 100%,"605 Elliott Street
Stanton, Iowa 51573
(40.984178043001, -95.100395388)"
2013,Math,6,4419,MFL MarMac,32,59,54.2,50.1 - 60%,"700 S Page St
Monona, Iowa 52159
(43.046512265001, -91.391282234)"
2006,Reading,11,1093,Central Decatur,39,57,68.4,60.1 - 70%,"1201 NE Poplar
Leon, Iowa 501441246
(40.748150523, -93.7430749)"
2007,Math,6,6591,Valley,35,44,79.6,70.1 - 80%,"23493 Canoe Rd
Elgin, Iowa 521419634
(42.971215564, -91.651737563)"
2009,Reading,11,1413,Coon Rapids-Bayard,26,31,83.9,80.1 - 90%,"905 North St
Coon Rapids, Iowa 50058
(41.877042762, -94.683929629)"
2006,Math,7,6509,Turkey Valley,30,35,85.7,80.1 - 90%,"3219 St Hwy 24
Jackson Junction, Iowa 521718308
(43.11720779, -92.024466156)"
2014,Math,3,3978,East Mills,31,36,86.1,80.1 - 90%,"58962 380th Steet
Hastings, Iowa 51540
(41.032449558, -95.460757204)"
2009,Math,4,4797,Norwalk,145,161,90.1,90.1 - 100%,"380 Wright Road
Norwalk, Iowa 50211
(41.467942948, -93.683859138)"
2014,Math,8,6983,West Lyon,52,64,81.3,80.1 - 90%,"1787 182nd Street
Inwood, Iowa 51240
(43.302157276, -96.443976618)"
2011,Reading,3,0081,Albia,59,75,78.7,70.1 - 80%,"701 Washington Ave E
Albia, Iowa 52531
(41.026231183, -92.800017267)"
2012,Math,7,2403,Garner-Hayfield,51,59,86.4,80.1 - 90%,"605 Lyon Street
Garner, Iowa 504380449
(43.090488817, -93.610079275)"
2005,Reading,8,6099,South O'Brien,33,46,71.7,70.1 - 80%,"216 S Rutledge
Paullina, Iowa 510460638
(42.97754916, -95.689147054)"
2010,Math,5,4203,Mediapolis,56,60,93.3,90.1 - 100%,"725 N. Northfield
Mediapolis, Iowa 52637
(41.01322067, -91.160449839)"
2003,Math,11,6750,Walnut,17,21,81.0,80.1 - 90%,"415 Antique City Dr
Walnut, Iowa 51577
(41.479390867, -95.222083919)"
2007,Math,8,3375,Knoxville,128,157,81.5,80.1 - 90%,"309 W Main
Knoxville, Iowa 50138
(41.318957616, -93.101166501)"
2012,Math,4,5139,Paton-Churdan,13,13,100.0,90.1 - 100%,"606 Adrian St
Churdan, Iowa 500500157
(42.15890722, -94.47660096)"
2012,Reading,6,6867,Webster City,66,89,74.2,70.1 - 80%,"825 Beach St
Webster City, Iowa 505951948
(42.468377962, -93.835408483)"
2012,Math,5,3841,Louisa-Muscatine,38,51,74.5,70.1 - 80%,"14478 170th St
Letts, Iowa 52754
(41.305574252001, -91.203933542)"
2009,Reading,5,5742,Sac,56,73,76.7,70.1 - 80%,"400 S 16th St
Sac City, Iowa 50583
(42.418390154, -95.002601057)"
2008,Reading,5,0999,Carroll,94,112,83.9,80.1 - 90%,"1026 N. Adams St
Carroll, Iowa 51401
(42.071095645, -94.866259295)"
2006,Math,7,0594,Belmond-Klemme,35,51,68.6,60.1 - 70%,"411 10th Ave NE
Belmond, Iowa 504211698
(42.848954097001, -93.603450386)"
2010,Reading,8,0819,West Hancock,32,47,68.1,60.1 - 70%,"510 9th Ave SW
Britt, Iowa 504230278
(43.09236146, -93.812842777)"
2009,Reading,6,5625,Rockwell City-Lytton,23,36,63.9,60.1 - 70%,"1000 Tonawanda Avenue
Rockwell City, Iowa 50579
(42.391507193, -94.646349767)"
2014,Math,5,4509,Morning Sun,15,19,78.9,70.1 - 80%,"311 Division Street
Morning Sun, Iowa 52640
(41.095866365, -91.2511513)"
2006,Reading,7,6854,Wayne,39,52,75.0,70.1 - 80%,"102 N Dekalb Street
Corydon, Iowa 50060
(40.757883329, -93.320404615)"
2014,Reading,6,6700,Waco,25,32,78.1,70.1 - 80%,"706 N. Pearl
Wayland, Iowa 52654
(41.153132482001, -91.658643375)"
2006,Reading,11,0018,Adair-Casey,17,24,70.8,70.1 - 80%,"3384 Indigo Ave.
Adair, Iowa 50002
(41.521570143, -94.585853819)"
2008,Reading,6,4581,Muscatine,247,357,69.2,60.1 - 70%,"2900 Mulberry Avenue
Muscatine, Iowa 52761
(41.443603299, -91.067961636)"
2013,Reading,6,1152,Cherokee,55,75,73.3,70.1 - 80%,"600 W. Bluff Street
Cherokee, Iowa 51012
(42.754665717, -95.55589844)"
2006,Math,6,1701,Denison,67,93,72.0,70.1 - 80%,"819 N 16th St
Denison, Iowa 51442
(42.026357151, -95.348689731)"
2012,Math,11,6795,Waterloo,349,518,67.4,60.1 - 70%,"1516 Washington St
Waterloo, Iowa 50702
(42.485820075, -92.332097741)"
2009,Math,5,1965,East Central,28,30,93.3,90.1 - 100%,"121 S Mitchell
Preston, Iowa 52069
(42.048281617001, -90.397488025)"
2010,Math,3,3348,Kingsley-Pierson,23,36,63.9,60.1 - 70%,"322 Quest Avenue
Kingsley, Iowa 510280520
(42.582740549, -95.977957008)"
2005,Math,8,1576,Dallas Center-Grimes,109,120,90.8,90.1 - 100%,"1414 Walnut St, Ste. 200
Dallas Center, Iowa 50063
(41.684340466, -93.961457206)"
2009,Math,5,2682,GMG,23,26,88.5,80.1 - 90%,"306 Park Street
Garwin, Iowa 506329730
(42.094686311, -92.674180263)"
2006,Math,3,1107,Chariton,65,97,67.0,60.1 - 70%,"140 East Albia Road
Chariton, Iowa 50049
(41.007192693, -93.292130564)"
2014,Math,8,1332,Colfax-Mingo,37,44,84.1,80.1 - 90%,"204 N. League Rd.
Colfax, Iowa 50054
(41.678840479, -93.232133554)"
2008,Reading,8,3204,Jesup,43,65,66.2,60.1 - 70%,"531 Prospect
Jesup, Iowa 506480287
(42.479597359, -92.064678773)"
2005,Math,8,2088,Emmetsburg,31,51,60.8,60.1 - 70%,"205 King Street
Emmetsburg, Iowa 50536
(43.117009174, -94.691408595)"
2014,Math,6,6099,South O'Brien,38,41,92.7,90.1 - 100%,"216 S Rutledge
Paullina, Iowa 510460638
(42.97754916, -95.689147054)"
2014,Reading,7,6961,Western Dubuque,174,211,82.5,80.1 - 90%,"310 4th Street SW
Farley, Iowa 520469513
(42.440821398, -91.010297016)"
2009,Math,8,5283,Pocahontas Area,29,35,82.9,80.1 - 90%,"202 1st Ave SW
Pocahontas, Iowa 50574
(42.731606628, -94.673350034)"
2009,Reading,6,0234,Anamosa,58,71,81.7,80.1 - 90%,"200 South Garnavillo St.
Anamosa, Iowa 52205
(42.106223203, -91.286826145)"
2013,Reading,11,3942,Madrid,34,42,81.0,80.1 - 90%,"201 N. Main
Madrid, Iowa 50156
(41.877793971, -93.822980389)"
2014,Reading,8,4787,North Winneshiek,8,11,72.7,70.1 - 80%,"3495 North Winn Road
Decorah, Iowa 52101
(43.440769252, -91.80947803)"
2004,Math,4,5607,Rock Valley,41,52,78.8,70.1 - 80%,"1712 20th Avenue
Rock Valley, Iowa 51247
(43.207299672, -96.288093242)"
2014,Reading,7,2682,GMG,25,37,67.6,60.1 - 70%,"306 Park Street
Garwin, Iowa 506329730
(42.094686311, -92.674180263)"
2007,Reading,7,2862,Hartley-Melvin-Sanborn,39,50,78.0,70.1 - 80%,"240 1st Street SE
Hartley, Iowa 51346
(43.179893337, -95.473519546)"
2012,Math,6,6822,Waukee,465,531,87.6,80.1 - 90%,"560 SE University Avenue
Waukee, Iowa 50263
(41.600393133, -93.861920094)"
2010,Math,6,6030,Sioux Center,51,60,85.0,80.1 - 90%,"550 9th St NE
Sioux Center, Iowa 51250
(43.086406873001, -96.168600466)"
2008,Reading,5,4033,Maple Valley,27,33,81.8,80.1 - 90%,"501 S 7th St
Mapleton, Iowa 51034
(42.160984373, -95.78888641)"
2006,Reading,6,3195,Jefferson-Scranton,64,81,79.0,70.1 - 80%,"204 W Madison Ave
Jefferson, Iowa 50129
(42.012317749, -94.377120273)"
2010,Reading,4,6003,Sidney,15,18,83.3,80.1 - 90%,"2754 Knox Road
Sidney, Iowa 516520609
(40.743255674, -95.660253541)"
2012,Reading,6,6219,Storm Lake,55,123,44.7,40.1 - 50%,"419 Lake Ave
Storm Lake, Iowa 505880638
(42.642078939001, -95.200823167)"
2011,Reading,8,4043,Maquoketa Valley,34,41,82.9,80.1 - 90%,"112 3rd Street
Delhi, Iowa 52223
(42.426189723, -91.33077292)"
2003,Math,4,1917,Boyer Valley,29,39,74.4,70.1 - 80%,"1102 Iowa Ave
Dunlap, Iowa 51529
(41.85431341, -95.594870132)"
2007,Reading,6,0126,Algona,61,78,78.2,70.1 - 80%,"600 S. Hale Street
Algona, Iowa 50511
(43.064591468, -94.223225436)"
2009,Math,11,6100,South Winneshiek,57,69,82.6,80.1 - 90%,"304 S Webster St
Calmar, Iowa 52132
(43.180778347, -91.86743264)"
2012,Math,6,1044,Cedar Falls,270,312,86.5,80.1 - 90%,"1002 W 1st St
Cedar Falls, Iowa 50613
(42.537761714, -92.457720667)"
2007,Reading,7,4446,Monticello,71,87,81.6,80.1 - 90%,"711 S Maple St
Monticello, Iowa 52310
(42.233168758, -91.18673067)"
2008,Reading,8,3312,Keokuk,97,156,62.2,60.1 - 70%,"1721 Fulton St
Keokuk, Iowa 52632
(40.408591789, -91.388112888)"
2012,Reading,11,1221,Clear Creek Amana,87,107,81.3,80.1 - 90%,"327 South Augusta Ave
Oxford, Iowa 52322
(41.720666113, -91.790732011)"
2014,Math,4,6969,West Harrison,18,21,85.7,80.1 - 90%,"410 Pine St
Mondamin, Iowa 51557
(41.709263024, -96.0179304)"
2010,Reading,11,2457,George-Little Rock,29,33,87.9,80.1 - 90%,"500 E Indiana Ave
George, Iowa 51237
(43.34142499, -95.997689525)"
2008,Math,6,0243,Andrew,13,16,81.3,80.1 - 90%,"13 S Marion
Andrew, Iowa 52030
(42.152732903, -90.591248222)"
2008,Reading,5,4776,North Mahaska,31,41,75.6,70.1 - 80%,"2163 135th St
New Sharon, Iowa 502070089
(41.458931622, -92.649667528)"
2012,Reading,5,2295,Forest City,65,79,82.3,80.1 - 90%,"145 S Clark St
Forest City, Iowa 50436
(43.262676031, -93.638353224)"
2011,Math,8,3033,Hubbard-Radcliffe,53,64,82.8,80.1 - 90%,"200 Chestnut
Hubbard, Iowa 50122
(42.304392476, -93.301573303)"
2006,Math,4,1611,Davenport,784,1037,75.6,70.1 - 80%,"1606 Brady St
Davenport, Iowa 52803
(41.536181077, -90.574097107)"
2008,Reading,3,6975,West Liberty,55,83,66.3,60.1 - 70%,"111 W. 7th St
West Liberty, Iowa 52776
(41.574427615001, -91.265189648)"
2003,Reading,8,1368,Columbus,43,81,53.1,50.1 - 60%,"1208 Colton St
Columbus Junction, Iowa 52738
(41.268605316, -91.367431777)"
2010,Math,8,0099,Alburnett,40,48,83.3,80.1 - 90%,"131 Roosevelt Street
Alburnett, Iowa 52202
(42.1494969, -91.619989894)"
2013,Math,8,7029,Williamsburg,61,65,93.9,90.1 - 100%,"810 W Walnut
Williamsburg, Iowa 52361
(41.662872606, -92.01335461)"
2007,Reading,5,0414,Audubon,31,37,83.8,80.1 - 90%,"800 3rd Ave
Audubon, Iowa 50025
(41.714973036, -94.922657103)"
2009,Reading,4,1197,Clarinda,42,53,79.3,70.1 - 80%,"423 E. Nodaway
Clarinda, Iowa 51632
(40.743076415, -95.033335837)"
2010,Math,4,4203,Mediapolis,55,57,96.5,90.1 - 100%,"725 N. Northfield
Mediapolis, Iowa 52637
(41.01322067, -91.160449839)"
2013,Math,11,1082,Central Clinton,114,129,88.4,80.1 - 90%,"331 E. 8th St
De Witt, Iowa 527420110
(41.823411881, -90.528412296)"
2011,Reading,3,3600,Le Mars,114,153,74.5,70.1 - 80%,"940 Lincoln Street SW
Le Mars, Iowa 51031
(42.781304542001, -96.181023216)"
2011,Math,6,6101,Southeast Polk,361,433,83.4,80.1 - 90%,"8379 NE University Ave
Pleasant Hill, Iowa 50327
(41.600356215, -93.434241935)"
2007,Reading,7,1782,Diagonal,,,,Not Reportable,"403 W 2nd Street
Diagonal, Iowa 508450094
(40.807432521, -94.342395158)"
2012,Math,8,2977,Highland,21,34,61.8,60.1 - 70%,"1715 Vine Avenue
Riverside, Iowa 52327
(41.460236457, -91.541407572)"
2012,Math,6,6012,Sigourney,35,42,83.3,80.1 - 90%,"300 West Kelly
Sigourney, Iowa 52591
(41.324538019001, -92.208010827)"
2012,Reading,7,6975,West Liberty,56,89,62.9,60.1 - 70%,"111 W. 7th St
West Liberty, Iowa 52776
(41.574427615001, -91.265189648)"
2009,Reading,11,4878,Ogden,40,50,80.0,70.1 - 80%,"732 W Division
Ogden, Iowa 502120250
(42.034567065, -94.036676207)"
2014,Math,10,3330,Keota,15,16,93.8,90.1 - 100%,"400 N Ellis St
Keota, Iowa 52248
(41.367616835, -91.953600145)"
2012,Reading,8,1989,Edgewood-Colesburg,18,38,47.4,40.1 - 50%,"403 W Union
Edgewood, Iowa 52042
(42.644465473, -91.404854771)"
2009,Math,5,4751,Nishna Valley,30,39,76.9,70.1 - 80%,"58962 380th St
Hastings, Iowa 51540
(41.032449558, -95.460757204)"
2007,Reading,11,0027,Adel-DeSoto-Minburn,90,121,74.4,70.1 - 80%,"801 Nile Kinnick Dr S
Adel, Iowa 50003
(41.610227858, -94.01677179)"
2010,Math,7,1089,Central City,42,42,100.0,90.1 - 100%,"400 Barber Street
Central City, Iowa 52214
(42.208386567001, -91.525280395)"
2009,Math,3,1737,Des Moines,1369,2166,63.2,60.1 - 70%,"901 Walnut Street
Des Moines, Iowa 50309
(41.584997496, -93.62919604)"
2009,Reading,7,5256,Pleasantville,28,45,62.2,60.1 - 70%,"415 Jones St
Pleasantville, Iowa 50225
(41.388307599, -93.273741299)"
2011,Math,11,1107,Chariton,87,124,70.2,70.1 - 80%,"140 East Albia Road
Chariton, Iowa 50049
(41.007192693, -93.292130564)"
2014,Math,4,0914,CAM,30,36,83.3,80.1 - 90%,"1000 Victory Park Road
Anita, Iowa 50020
(41.451176085001, -94.77242925)"
2003,Reading,11,0099,Alburnett,37,52,71.2,70.1 - 80%,"131 Roosevelt Street
Alburnett, Iowa 52202
(42.1494969, -91.619989894)"
2010,Reading,4,4761,Nora Springs-Rock Falls,17,20,85.0,80.1 - 90%,"509 N Iowa Ave
Nora Springs, Iowa 504580367
(43.147392844, -93.004372444)"
2014,Math,5,6969,West Harrison,18,23,78.3,70.1 - 80%,"410 Pine St
Mondamin, Iowa 51557
(41.709263024, -96.0179304)"
2007,Reading,11,4572,Murray,21,27,77.8,70.1 - 80%,"216 Sherman
Murray, Iowa 501740187
(41.039881776, -93.953647488)"
2005,Reading,8,4869,Oelwein,87,128,68.0,60.1 - 70%,"307 8th Ave SE
Oelwein, Iowa 50662
(42.673945759001, -91.902587991)"
2006,Math,4,4536,Mount Pleasant,105,137,76.6,70.1 - 80%,"307 E. Monroe, Suite 201
Mount Pleasant, Iowa 52641
(40.9662821, -91.550284312)"
2009,Reading,4,5697,Rudd-Rockford-Marble Rk,30,37,81.1,80.1 - 90%,"1460 210th Street
Rockford, Iowa 504680218
(43.052034686, -92.915467057)"
2013,Math,8,6471,Tripoli,21,31,67.7,60.1 - 70%,"209 8th Ave SW
Tripoli, Iowa 506769662
(42.801523631, -92.260465)"
2013,Math,11,1917,Boyer Valley,24,28,85.7,80.1 - 90%,"1102 Iowa Ave
Dunlap, Iowa 51529
(41.85431341, -95.594870132)"
2013,Reading,3,3375,Knoxville,89,113,78.8,70.1 - 80%,"309 W Main
Knoxville, Iowa 50138
(41.318957616, -93.101166501)"
2013,Reading,6,0603,Bennett,,,,Not Reportable,"300 Cedar St
Bennett, Iowa 527210343
(41.74020378, -90.976064551)"
2011,Math,6,4122,Martensdale-St Marys,22,34,64.7,60.1 - 70%,"390 Burlington
Martensdale, Iowa 50160
(41.372996559, -93.735495715)"
2013,Reading,5,0423,Aurelia,10,16,62.5,60.1 - 70%,"300 Ash St
Aurelia, Iowa 51005
(42.71371202, -95.429734234)"
2012,Math,3,5283,Pocahontas Area,27,29,93.1,90.1 - 100%,"202 1st Ave SW
Pocahontas, Iowa 50574
(42.731606628, -94.673350034)"
2006,Reading,3,4203,Mediapolis,52,61,85.3,80.1 - 90%,"725 N. Northfield
Mediapolis, Iowa 52637
(41.01322067, -91.160449839)"
2005,Math,8,2556,Graettinger,,,,Not Reportable,"400 W Lost Island St
Graettinger, Iowa 513420058
(43.236809139, -94.754521295)"
2010,Math,4,2781,Hampton-Dumont,49,68,72.1,70.1 - 80%,"601 - 12th Avenue NE
Hampton, Iowa 50441
(42.752611573, -93.198421245)"
2005,Math,8,7029,Williamsburg,57,70,81.4,80.1 - 90%,"810 W Walnut
Williamsburg, Iowa 52361
(41.662872606, -92.01335461)"
2009,Math,4,5139,Paton-Churdan,8,10,80.0,70.1 - 80%,"606 Adrian St
Churdan, Iowa 500500157
(42.15890722, -94.47660096)"
2007,Math,5,1134,Charter Oak-Ute,15,23,65.2,60.1 - 70%,"321 Main St
Charter Oak, Iowa 514390077
(42.065630372001, -95.5911932)"
2011,Reading,7,4878,Ogden,41,46,89.1,80.1 - 90%,"732 W Division
Ogden, Iowa 502120250
(42.034567065, -94.036676207)"
2006,Reading,11,0171,Alta,37,49,75.5,70.1 - 80%,"101 W 5th St
Alta, Iowa 51002
(42.670511869, -95.304289487)"
2013,Math,6,0977,Cardinal,30,46,65.2,60.1 - 70%,"4045 Ashland Rd
Eldon, Iowa 52554
(40.960448077, -92.237423973)"
2011,Math,7,5325,Prairie Valley,,,,Not Reportable,"1005 Riddle St
Gowrie, Iowa 505430049
(42.279828039, -94.294697555)"
2007,Math,3,2727,Grundy Center,35,43,81.4,80.1 - 90%,"1301 12th St
Grundy Center, Iowa 50638
(42.355821733, -92.779325568)"
2009,Math,11,0999,Carroll,102,120,85.0,80.1 - 90%,"1026 N. Adams St
Carroll, Iowa 51401
(42.071095645, -94.866259295)"
2009,Math,4,1926,Durant,32,36,88.9,80.1 - 90%,"408 7th Street
Durant, Iowa 52747
(41.603403343, -90.913637233)"
2010,Reading,6,4149,MOC-Floyd Valley,75,86,87.2,80.1 - 90%,"1301 8th St SE
Orange City, Iowa 51041
(42.997548276, -96.041486456)"
2013,Math,3,6512,Twin Cedars,13,17,76.5,70.1 - 80%,"2204 Highway G71
Bussey, Iowa 50044
(41.219053532, -92.926871056)"
2014,Reading,8,5751,St Ansgar,38,48,79.2,70.1 - 80%,"206 E 8th
St. Ansgar, Iowa 50472
(43.374941039, -92.917529642)"
2008,Reading,4,3348,Kingsley-Pierson,37,44,84.1,80.1 - 90%,"322 Quest Avenue
Kingsley, Iowa 510280520
(42.582740549, -95.977957008)"
2006,Math,3,0441,A-H-S-T,31,39,79.5,70.1 - 80%,"768 South Maple Street
Avoca, Iowa 51521
(41.470851307, -95.341037428)"
2006,Reading,7,6175,Starmont,47,63,74.6,70.1 - 80%,"3202 40th St
Arlington, Iowa 50606
(42.687587157, -91.649580492)"
2008,Reading,7,4269,Midland,21,36,58.3,50.1 - 60%,"109 W. Green Street
Wyoming, Iowa 52362
(42.06066169, -91.006033654)"
2008,Math,11,6950,West Delaware County,134,156,85.9,80.1 - 90%,"701 New St
Manchester, Iowa 52057
(42.489203326, -91.453748627)"
2006,Reading,3,5166,Pella,116,131,88.6,80.1 - 90%,"210 E University St
Pella, Iowa 50219
(41.40024356, -92.903888016)"
2008,Math,3,0072,Albert City-Truesdale,,,,Not Reportable,"300 Orchard
Albert City, Iowa 50510
(42.78271724, -94.949880386)"
2013,Reading,3,1972,Eastern Allamakee,27,32,84.4,80.1 - 90%,"569 Center St.
Lansing, Iowa 52151
(43.360850761, -91.220915804)"
2011,Math,3,1053,Cedar Rapids,829,1083,76.6,70.1 - 80%,"2500 Edgewood Rd NW
Cedar Rapids, Iowa 52405
(42.005140877, -91.707720184)"
2006,Math,11,2772,Hamburg,15,19,79.0,70.1 - 80%,"105 E St
Hamburg, Iowa 51640
(40.604677609, -95.659705573)"
2010,Math,6,1152,Cherokee,62,74,83.8,80.1 - 90%,"600 W. Bluff Street
Cherokee, Iowa 51012
(42.754665717, -95.55589844)"
2013,Reading,11,2151,Exira,,,,Not Reportable,"105 East School Street
Exira, Iowa 500760335
(41.58636295, -94.874560332)"
2011,Math,6,1972,Eastern Allamakee,35,37,94.6,90.1 - 100%,"569 Center St.
Lansing, Iowa 52151
(43.360850761, -91.220915804)"
2011,Reading,3,0846,Brooklyn-Guernsey-Malcom,30,37,81.1,80.1 - 90%,"1090 Jackson St
Brooklyn, Iowa 522119705
(41.73809081, -92.445467302)"
2013,Math,8,1107,Chariton,72,101,71.3,70.1 - 80%,"140 East Albia Road
Chariton, Iowa 50049
(41.007192693, -93.292130564)"
2009,Reading,11,4023,Manson Northwest Webster,43,47,91.5,90.1 - 100%,"1016 Main Street
Manson, Iowa 505630387
(42.52976027, -94.534288056)"
2006,Reading,6,0916,CAL,10,15,66.7,60.1 - 70%,"1441 Gull Ave
Latimer, Iowa 50452
(42.750819774, -93.370002921)"
2008,Math,7,0576,Belle Plaine,32,49,65.3,60.1 - 70%,"707-7th Street
Belle Plaine, Iowa 52208
(41.891861666, -92.27813409)"
2011,Math,5,6536,Union,73,84,86.9,80.1 - 90%,"200 Adams St
La Porte City, Iowa 506511143
